"Common_n","Group","Metric","Mean","Median","Q2.5","Q97.5","N_iterations","Ref_Median","Difference_from_n14","Ratio_to_n14","Same_sign_as_n14"
14,"D3","Zeta_order1",1,1,1,1,100,1,0,1,TRUE
14,"D3","Zeta_order2",0.587210386173225,0.587014668000766,0.577150771994559,0.596398080479696,100,0.587014668000766,0,1,TRUE
14,"D3","Zeta_order3",0.460818684565824,0.460246622919212,0.44874681893303,0.472958076833399,100,0.460246622919212,0,1,TRUE
14,"D5","DeltaAIC_ExpMinusPower",48.3973539909496,47.6472986685897,36.5460750030757,62.1903559542098,100,47.6472986685897,0,1,TRUE
14,"D5","Exp_slope",-0.11652964294049,-0.117155507816698,-0.128997375519536,-0.104988782156854,100,-0.117155507816698,0,1,TRUE
14,"D5","Last_over_first",0.155954297555338,0.154344806400342,0.131972880357254,0.180571289293112,100,0.154344806400342,0,1,TRUE
14,"D5","Power_slope",-0.684741314794558,-0.686404515606523,-0.746005549999461,-0.623316236144459,100,-0.686404515606523,0,1,TRUE
14,"D5","Zeta_half_order",0.23739266007538,0.236877660389633,0.220491862745098,0.257409224119123,100,0.236877660389633,0,1,TRUE
14,"D5","Zeta_last",0.155954297555338,0.154344806400342,0.131972880357254,0.180571289293112,100,0.154344806400342,0,1,TRUE
14,"D5","Zeta_order1",1,1,1,1,100,1,0,1,TRUE
14,"D5","Zeta_order2",0.556701651471435,0.557428602594782,0.545116671662343,0.569401904791796,100,0.557428602594782,0,1,TRUE
14,"D5","Zeta_order3",0.410596432799314,0.411117155588108,0.395679207159655,0.426130479469079,100,0.411117155588108,0,1,TRUE
14,"D6","DeltaAIC_ExpMinusPower",37.4749625906539,35.4852046745272,26.7915561420915,55.5179516139933,100,35.4852046745272,0,1,TRUE
14,"D6","Exp_slope",-0.146832989072579,-0.143561812504699,-0.178244545668206,-0.12491646081408,100,-0.143561812504699,0,1,TRUE
14,"D6","Last_over_first",0.0916068570505064,0.0937285476698789,0.0603111023990658,0.119263715325173,100,0.0937285476698789,0,1,TRUE
14,"D6","Power_slope",-0.879320078929691,-0.865231180041167,-1.03403886184997,-0.771157827808904,100,-0.865231180041167,0,1,TRUE
14,"D6","Zeta_half_order",0.143645537741606,0.14631950024593,0.118930243362371,0.16237424118198,100,0.14631950024593,0,1,TRUE
14,"D6","Zeta_last",0.0916068570505064,0.0937285476698789,0.0603111023990658,0.119263715325173,100,0.0937285476698789,0,1,TRUE
14,"D6","Zeta_order1",1,1,1,1,100,1,0,1,TRUE
14,"D6","Zeta_order2",0.449018659215742,0.449706118271981,0.424625923252157,0.465843611613107,100,0.449706118271981,0,1,TRUE
14,"D6","Zeta_order3",0.292078525011788,0.293620010120275,0.267352500481475,0.310739124193901,100,0.293620010120275,0,1,TRUE
14,"D7","DeltaAIC_ExpMinusPower",38.689258529445,37.5954140624027,26.1622862439726,60.6292597163381,100,37.5954140624027,0,1,TRUE
14,"D7","Exp_slope",-0.189130535896881,-0.187600876383773,-0.228886693227894,-0.149366828374508,100,-0.187600876383773,0,1,TRUE
14,"D7","Last_over_first",0.0478927238394511,0.0466513701161188,0.0268756021194605,0.0790581475401154,100,0.0466513701161188,0,1,TRUE
14,"D7","Power_slope",-1.12803723284129,-1.12443494533199,-1.33636130639995,-0.903724645744289,100,-1.12443494533199,0,1,TRUE
14,"D7","Zeta_half_order",0.0856575412508531,0.0837976775340351,0.0612418205598135,0.123228545775039,100,0.0837976775340351,0,1,TRUE
14,"D7","Zeta_last",0.0478927238394511,0.0466513701161188,0.0268756021194605,0.0790581475401154,100,0.0466513701161188,0,1,TRUE
14,"D7","Zeta_order1",1,1,1,1,100,1,0,1,TRUE
14,"D7","Zeta_order2",0.349824082281576,0.346784322771164,0.317039034819571,0.399961811455272,100,0.346784322771164,0,1,TRUE
14,"D7","Zeta_order3",0.211914295225718,0.21077554895396,0.178984117126977,0.261131765428562,100,0.21077554895396,0,1,TRUE
